> ls -d edu.ru 
[ns.msu.ru]
 edu.ru.                        SOA    ns.informika.ru hostmaster.informika.ru. (3018030303 43200 7200 1468800 172800)
 www.list.fcior                 A      194.226.214.8
 mail.fcior                     MX     10   smtp.service.fcior.edu.ru
 mail.fcior                     A      85.142.22.15
 *.mail.fcior                   MX     10   smtp.service.fcior.edu.ru
 mail1.fcior                    A      85.142.22.15
 miso.fcior                     A      85.142.23.82
 mosreg.fcior                   A      194.226.214.8
 *.mosreg.fcior                 A      194.226.214.8
 *.mosreg.fcior                 MX     10   smtp.service.fcior.edu.ru
 msk.fcior                      A      194.226.214.8
 *.msk.fcior                    A      194.226.214.8
 *.msk.fcior                    MX     10   smtp.service.fcior.edu.ru
 murman.fcior                   A      194.226.214.8
 *.murman.fcior                 A      194.226.214.8
 *.murman.fcior                 MX     10   smtp.service.fcior.edu.ru
 mx1.fcior                      A      217.74.42.50
 nano.fcior                     A      85.142.23.140
 do.nano.fcior                  A      85.142.23.145
 nnov.fcior                     A      194.226.214.8
 *.nnov.fcior                   A      194.226.214.8
 *.nnov.fcior                   MX     10   smtp.service.fcior.edu.ru
 novosib.fcior                  A      194.226.214.8
 *.novosib.fcior                A      194.226.214.8
 old.fcior                      A      194.226.214.23
 omsk.fcior                     A      194.226.214.8
 *.omsk.fcior                   A      194.226.214.8
 *.omsk.fcior                   MX     10   smtp.service.fcior.edu.ru
 orel.fcior                     A      194.226.214.8
 *.orel.fcior                   A      194.226.214.8
 orenburg.fcior                 A      194.226.214.8
 *.orenburg.fcior               A      194.226.214.8
 osiv.fcior                     A      85.142.23.80
 dashboard.osiv.fcior           A      85.142.22.19
 media.osiv.fcior               A      217.74.32.199
 penza.fcior                    A      194.226.214.8
 *.penza.fcior                  A      194.226.214.8
 *.penza.fcior                  MX     10   smtp.service.fcior.edu.ru
 perm.fcior                     A      194.226.214.8
 *.perm.fcior                   A      194.226.214.8
 primor.fcior                   A      194.226.214.8
 *.primor.fcior                 A      194.226.214.8
 *.primor.fcior                 MX     10   smtp.service.fcior.edu.ru
 pspo.fcior                     A      85.142.23.65
 ro.fcior                       A      194.226.214.8
 *.ro.fcior                     A      194.226.214.8
 *.ro.fcior                     MX     10   smtp.service.fcior.edu.ru
 rostov.fcior                   A      194.226.214.8
 *.rostov.fcior                 A      194.226.214.8
 *.rostov.fcior                 MX     10   smtp.service.fcior.edu.ru
 sam.fcior                      A      194.226.214.8
 *.sam.fcior                    A      194.226.214.8
 *.sam.fcior                    MX     10   smtp.service.fcior.edu.ru
 saratov.fcior                  A      194.226.214.8
 *.saratov.fcior                A      194.226.214.8
 service.fcior                  A      194.226.214.8
 *.service.fcior                A      194.226.214.8
 *.service.fcior                MX     10   smtp.service.fcior.edu.ru
 mail.service.fcior             A      194.226.214.29
 pop3.service.fcior             A      194.226.214.53
 smtp.service.fcior             A      194.226.214.53
 spb.fcior                      A      194.226.214.8
 *.spb.fcior                    A      194.226.214.8
 spo.fcior                      A      194.226.214.78
 do.spo.fcior                   A      194.226.214.79
 support.spo.fcior              A      194.226.214.76
 srtv.fcior                     A      82.137.178.7
 stavr.fcior                    A      194.226.214.8
 *.stavr.fcior                  A      194.226.214.8
 stavrop.fcior                  A      195.209.244.20
 support.fcior                  A      194.226.214.9
 *.support.fcior                A      85.142.23.202
 sverd.fcior                    A      194.226.214.8
 *.sverd.fcior                  A      194.226.214.8
 tamb.fcior                     A      194.226.214.8
 *.tamb.fcior                   A      194.226.214.8
 tatar.fcior                    A      194.226.214.8
 *.tatar.fcior                  A      194.226.214.8
 *.tatar.fcior                  MX     10   smtp.service.fcior.edu.ru
 tmn.fcior                      A      79.141.69.9
 tomsk.fcior                    A      82.200.70.14
 trajectory.fcior               A      85.142.22.14
 www.trajectory.fcior           A      85.142.22.14
 tula.fcior                     A      194.226.214.8
 *.tula.fcior                   A      194.226.214.8
 tumen.fcior                    A      194.226.214.8
 *.tumen.fcior                  A      194.226.214.8
 udm.fcior                      A      194.226.214.8
 *.udm.fcior                    A      194.226.214.8
 ufa.fcior                      A      92.50.156.74
 ulyan.fcior                    A      194.226.214.8
